                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.88912,                0.37623,                 1.0277,                0.95577,                0.98681,                0.98691,                0.70176,                 1.1109,                0.41614,                 1.4289,               0.004885,               0.004885,               0.004885
                    312,                0.89642,                0.37648,                 1.0565,                0.95881,                0.98264,                0.98496,                 0.7047,                 1.1051,                0.41246,                 1.4296,              0.0048685,              0.0048685,              0.0048685
                    313,                0.89678,                0.37606,                 1.0407,                0.95856,                0.97641,                0.98595,                0.70351,                 1.1033,                 0.4135,                 1.4179,               0.004852,               0.004852,               0.004852
                    314,                0.89724,                0.37323,                 1.0497,                0.96133,                 0.9839,                0.98504,                0.70012,                 1.0987,                0.41174,                 1.4207,              0.0048355,              0.0048355,              0.0048355
                    315,                0.91169,                0.38455,                 1.0389,                 0.9623,                0.97098,                0.98551,                0.69713,                 1.1081,                0.41874,                 1.4277,               0.004819,               0.004819,               0.004819
                    316,                0.90667,                0.38288,                 1.0593,                0.95987,                0.98417,                0.98459,                0.70163,                 1.1055,                 0.4205,                 1.4212,              0.0048025,              0.0048025,              0.0048025
                    317,                 0.9124,                0.38371,                 1.0123,                0.96477,                0.97553,                0.98602,                0.70219,                 1.1072,                0.41045,                 1.4245,               0.004786,               0.004786,               0.004786
                    318,                 0.8795,                0.37827,                 1.0276,                0.95734,                0.99077,                0.98714,                0.71067,                 1.0982,                0.40722,                 1.4257,              0.0047695,              0.0047695,              0.0047695
                    319,                0.89243,                0.37394,                 1.0259,                0.97182,                0.96966,                 0.9866,                0.70905,                  1.098,                0.41248,                 1.4167,               0.004753,               0.004753,               0.004753
                    320,                0.88338,                0.37114,                 1.0335,                0.96243,                0.98011,                0.98452,                0.70928,                 1.0891,                0.40466,                 1.4037,              0.0047365,              0.0047365,              0.0047365
                    321,                0.88477,                0.37431,                 1.0279,                 0.9609,                0.97255,                 0.9829,                0.70312,                 1.1061,                0.41424,                 1.4179,                0.00472,                0.00472,                0.00472
                    322,                0.88016,                0.37295,                 1.0469,                0.96608,                0.97678,                0.98505,                0.70405,                 1.1058,                0.41422,                 1.4274,              0.0047035,              0.0047035,              0.0047035
                    323,                0.88144,                  0.374,                 1.0503,                 0.9667,                0.98549,                0.98556,                0.70057,                  1.104,                0.41356,                 1.4186,               0.004687,               0.004687,               0.004687
                    324,                0.90096,                0.37691,                 1.0358,                 0.9612,                0.98057,                0.98385,                0.70369,                 1.0876,                0.40928,                 1.4037,              0.0046705,              0.0046705,              0.0046705
                    325,                0.85144,                0.36729,                 1.0434,                0.95611,                0.97708,                0.98446,                0.70203,                 1.1007,                0.41551,                 1.4169,               0.004654,               0.004654,               0.004654
                    326,                0.87073,                0.37101,                 1.0435,                0.96425,                0.97757,                0.98442,                0.70541,                 1.1078,                 0.4179,                 1.4077,              0.0046375,              0.0046375,              0.0046375
                    327,                0.90602,                0.37939,                 1.0376,                0.96264,                0.98575,                0.98544,                0.70765,                 1.1064,                0.41043,                 1.4204,               0.004621,               0.004621,               0.004621
                    328,                0.88199,                0.37112,                 1.0338,                0.96393,                0.98716,                0.98446,                0.70859,                  1.109,                0.40774,                 1.4185,              0.0046045,              0.0046045,              0.0046045
                    329,                0.87858,                0.37529,                 1.0379,                0.96269,                0.98021,                0.98324,                0.69673,                 1.1241,                0.42156,                  1.427,               0.004588,               0.004588,               0.004588
                    330,                0.87603,                0.36827,                 1.0053,                0.96092,                0.99208,                  0.986,                0.70342,                  1.106,                0.40585,                 1.4446,              0.0045715,              0.0045715,              0.0045715
                    331,                0.87005,                0.36474,                   1.03,                0.96291,                0.98417,                0.98495,                0.70554,                 1.1081,                0.40909,                 1.4372,               0.004555,               0.004555,               0.004555
                    332,                0.87415,                0.36649,                 1.0465,                0.96628,                0.98417,                0.98506,                0.71108,                 1.1042,                 0.4033,                 1.4228,              0.0045385,              0.0045385,              0.0045385
                    333,                0.88431,                0.36902,                 1.0323,                0.96354,                0.98417,                0.98657,                0.70762,                 1.1054,                0.40621,                 1.4144,               0.004522,               0.004522,               0.004522
                    334,                0.88993,                0.37206,                 1.0353,                0.96802,                0.98153,                0.98563,                0.70373,                 1.1085,                0.41147,                 1.4349,              0.0045055,              0.0045055,              0.0045055
                    335,                0.87447,                0.37085,                 1.0373,                0.96952,                0.98021,                0.98541,                0.70701,                 1.0989,                0.41062,                 1.4251,               0.004489,               0.004489,               0.004489
                    336,                0.88076,                0.36789,                  1.027,                0.96835,                0.98153,                0.98485,                0.71179,                 1.0898,                 0.4012,                 1.4041,              0.0044725,              0.0044725,              0.0044725
                    337,                0.88036,                0.37406,                 1.0269,                 0.9617,                0.98285,                0.98476,                0.70564,                 1.1009,                0.40644,                 1.4107,               0.004456,               0.004456,               0.004456
                    338,                 0.8838,                0.37139,                 1.0353,                0.97198,                0.97493,                0.98562,                0.71082,                 1.1005,                0.40582,                 1.4108,              0.0044395,              0.0044395,              0.0044395
                    339,                0.87943,                0.37504,                 1.0353,                0.96257,                0.97889,                0.98413,                0.70808,                 1.1038,                0.40437,                 1.4201,               0.004423,               0.004423,               0.004423
                    340,                0.88577,                0.37095,                 1.0499,                0.96139,                 0.9934,                0.98325,                0.70779,                  1.097,                0.40625,                 1.4139,              0.0044065,              0.0044065,              0.0044065
                    341,                0.88291,                0.37526,                 1.0293,                0.96705,                0.96783,                0.98558,                0.70202,                 1.1102,                 0.4122,                 1.4365,                0.00439,                0.00439,                0.00439
                    342,                0.87212,                0.36797,                 1.0235,                0.96507,                0.98418,                0.98542,                0.71205,                 1.0901,                0.40667,                 1.4305,              0.0043735,              0.0043735,              0.0043735
